FID,OBJECTID,FID_,biosum_plo,statecd,invyr,unitcd,countycd,plot,measyear,measmon,measday,elev,fvs_varian,half_state,subplot_co,gis_yard_d,gis_protec,gis_roadle,all_cond_n,plot_acces,num_cond,one_cond_y,lat,lon,macro_brea,merch_haul,merch_ha_1,merch_ha_2,chip_haul_,chip_hau_1,chip_hau_2,biosum_sta,gis_status,idb_plot_i,cn,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
1441,1442,1441,120090605091000000000000.000000000000000,6,2009,3,63,97080,2009,8,20,4900,WS,CAMIX, , ,N,N,N,Y,1,Y,39.820000000000000,-121.260000000000010,24, , , , , , ,1,1, ,29880948010500.000000000000000,211391,2.273172228230000,-107805.732506999990000,201178.170462999990000
1442,1443,1442,120090605091000000000000.000000000000000,6,2009,3,63,97677,2009,7,24,5300,WS,CAMIX, , ,N,N,N,Y,3,N,39.780000000000001,-120.459999999999990,24, , , , , , ,1,1, ,29880940010500.000000000000000,1511649,47.741450962199998,-39400.812324400002000,196069.626569999990000
1443,1444,1443,120090605091000000000000.000000000000000,6,2009,3,63,99238,2009,8,31,5700,CA,CA, , ,N,N,N,Y,1,Y,40.359999999999999,-121.160000000000000,24, , , , , , ,1,1, ,29881352010500.000000000000000,212115,165.856075624999990,-98355.867469200006000,261080.511827000010000
1444,1445,1444,120090605091000000000000.000000000000000,6,2009,6,65,93473,2009,6,1,700,CR,CA, , ,N,N,N,Y,1,Y,33.789999999999999,-115.380000000000000,24, , , , , , ,1,1, ,29879071010500.000000000000000,2137264,1265.790256110000000,429022.312364000010000,-459292.067981000000000
1445,1446,1445,120090605091000000000000.000000000000000,6,2009,4,69,63725,2009,11,2,1300,CA,CA, , ,N,N,N,Y,2,N,36.520000000000003,-121.140000000000000,24, , , , , , ,1,1, ,29879443010500.000000000000000,1223507,161.544734537000010,-101789.887493000000000,-165716.190646000000000
1446,1447,1446,120090605091000000000000.000000000000000,6,2009,4,69,97760,2009,5,1,1500,CA,CA, , ,N,N,N,Y,2,N,36.570000000000000,-121.220000000000000,24, , , , , , ,1,1, ,29879455010500.000000000000000,1225551,563.319705818999980,-108860.243400000010000,-160609.752400000000000
1447,1448,1447,120090605091000000000000.000000000000000,6,2009,6,71,59293,2009,5,19,4900,WS,CA, , ,N,N,N,Y,1,Y,34.039999999999999,-116.950000000000000,24, , , , , , ,1,1, ,29880104010500.000000000000000,1783630,2.061541119050000,281583.728494999990000,-437198.853614000020000
1448,1449,1448,120090605091000000000000.000000000000000,6,2009,6,71,60585,2009,10,27,5500,CR,CA, , ,N,N,N,Y,2,N,35.570000000000000,-115.550000000000000,24, , , , , , ,1,1, ,29879561010500.000000000000000,1007316,1262.072763030000000,401795.776599999980000,-263216.796199999980000
1449,1450,1449,120090605091000000000000.000000000000000,6,2009,6,71,68295,2009,5,12,5300,WS,CAMIX, , ,N,N,N,Y,2,N,34.250000000000000,-117.130000000000000,24, , , , , , ,1,1, ,29879085010500.000000000000000,883843,40.225741297799999,264244.576415000020000,-414397.463951000010000
1450,1451,1450,120090605091000000000000.000000000000000,6,2009,6,71,71775,2009,10,23,4900,CR,CA, , ,N,N,N,Y,1,Y,35.270000000000003,-115.380000000000000,24, , , , , , ,1,1, ,29879482010500.000000000000000,1006672,2018.344403060000100,419049.852940000010000,-293095.868024999970000
1451,1452,1451,120090605091000000000000.000000000000000,6,2009,6,71,77425,2009,10,16,3100,CR,CA, , ,N,N,N,Y,2,N,34.340000000000003,-117.239999999999990,24, , , , , , ,1,1, ,29879173010500.000000000000000,883830,56.973400030599997,253875.749660000000000,-404801.053034999990000
1452,1453,1452,120090605091000000000000.000000000000000,6,2009,6,71,83833,2009,11,4,7900,WS,CA, , ,N,N,N,Y,1,Y,34.070000000000000,-116.940000000000000,24, , , , , , ,1,1, ,29878988010500.000000000000000,899468,1541.889615730000100,280860.605400000000000,-433964.742099999970000
1453,1454,1453,120090605091000000000000.000000000000000,6,2009,6,71,84346,2009,10,19,10500,WS,CA, , ,N,N,N,Y,1,Y,34.090000000000003,-116.830000000000000,24, , , , , , ,1,1, ,29878989010500.000000000000000,1783397,4817.485877010000000,293180.623199999970000,-436058.503099999970000
1454,1455,1454,120090605091000000000000.000000000000000,6,2009,6,71,87388,2009,3,6,3900,WS,CA, , ,N,N,N,Y,1,Y,34.390000000000001,-117.120000000000000,24, , , , , , ,1,1, ,29879224010500.000000000000000,888650,176.441662944999990,264554.490600000020000,-398954.589500000000000
1455,1456,1455,120090605091000000000000.000000000000000,6,2009,6,73,63451,2009,3,12,3700,WS,CA, , ,N,N,N,Y,2,N,33.259999999999998,-116.770000000000000,24, , , , , , ,1,1, ,29879913010500.000000000000000,561463,44.646466514300002,301095.316063000010000,-523080.202020000030000
1456,1457,1456,120090605091000000000000.000000000000000,6,2009,6,73,68427,2009,3,10,2100,WS,CA, , ,N,N,N,Y,2,N,33.109999999999999,-116.780000000000000,24, , , , , , ,1,1, ,29879830010500.000000000000000,1706157,634.961206561000040,300235.736500000000000,-540067.231400000050000
1457,1458,1457,120090605091000000000000.000000000000000,6,2009,6,73,81459,2009,6,19,4500,WS,CA, , ,N,N,N,Y,2,N,33.369999999999997,-116.959999999999990,24, , , , , , ,1,1, ,29879990010500.000000000000000,1714105,771.413439580000040,283572.759700000000000,-510925.289700000020000
1458,1459,1458,120090605091000000000000.000000000000000,6,2009,4,79,62367,2009,6,30,1100,WS,CA, , ,N,N,N,Y,2,N,35.200000000000003,-120.360000000000000,24, , , , , , ,1,1, ,29879672010500.000000000000000,1233309,905.994073298999980,-31891.275699999998000,-312637.314699999990000
1459,1460,1459,120090605091000000000000.000000000000000,6,2009,4,79,69992,2009,11,10,1300,WS,CA, , ,N,N,N,Y,3,N,35.469999999999999,-120.520000000000000,24, , , , , , ,1,1, ,29879432010500.000000000000000,1228472,198.845366566000000,-47064.059557499997000,-282682.983299000010000
1460,1461,1460,120090605091000000000000.000000000000000,6,2009,4,83,59181,2009,10,19,1100,WS,CA, , ,N,N,N,Y,1,Y,34.549999999999997,-120.290000000000010,24, , , , , , ,1,1, ,29879237010500.000000000000000,1091842,106.559802913000000,-26709.419841300001000,-385080.523387000020000
1461,1462,1461,120090605091000000000000.000000000000000,6,2009,4,83,62632,2009,10,21,1100,WS,CA, , ,N,N,N,Y,2,N,34.850000000000001,-120.190000000000000,24, , , , , , ,1,1, ,29879542010500.000000000000000,1097748,275.266809702999980,-17407.428950599999000,-352095.976850999980000
1462,1463,1462,120090605091000000000000.000000000000000,6,2009,4,83,75939,2009,10,22,4500,WS,CA, , ,N,N,N,Y,2,N,34.750000000000000,-119.459999999999990,24, , , , , , ,1,1, ,29879480010500.000000000000000,1884396,617.720558549999960,49883.127200000003000,-363203.232399999980000
1463,1464,1463,120090605091000000000000.000000000000000,6,2009,4,85,59301,2009,10,27,700,NC,CA, , ,N,N,N,Y,2,N,37.210000000000001,-121.910000000000000,24, , , , , , ,1,1, ,29879297010500.000000000000000,1164637,165.301590486000010,-169256.610736000000000,-87769.226532400004000
1464,1465,1464,120090605091000000000000.000000000000000,6,2009,4,85,70548,2009,4,23,1700,CA,CA, , ,N,N,N,Y,1,Y,37.200000000000003,-121.590000000000000,24, , , , , , ,1,1, ,29879298010500.000000000000000,1321954,851.878505961999960,-141768.981200000010000,-89456.200500000006000
1465,1466,1465,120090605091000000000000.000000000000000,6,2009,4,85,71155,2009,4,23,300,NC,CA, , ,N,N,N,Y,5,N,37.219999999999999,-121.750000000000000,24, , , , , , ,1,1, ,29879304010500.000000000000000,1148741,439.445829918000020,-154737.021321000010000,-86802.241197700001000
1466,1467,1466,120090605091000000000000.000000000000000,6,2009,4,85,72682,2009,10,23,1100,NC,CA, , ,N,N,N,Y,2,N,37.070000000000000,-121.730000000000000,24, , , , , , ,1,1, ,29879848010500.000000000000000,1168769,540.257329160000040,-153398.283070000000000,-103297.181302000000000
1467,1468,1467,120090605091000000000000.000000000000000,6,2009,4,85,74345,2009,10,9,1900,CA,CA, , ,N,N,N,Y,1,Y,37.390000000000001,-121.739999999999990,24, , , , , , ,1,1, ,29879804010500.000000000000000,1137802,634.776440193999970,-154365.490800000000000,-68560.307400000005000
1468,1469,1468,120090605091000000000000.000000000000000,6,2009,4,85,87177,2009,10,12,1300,CA,CA, , ,N,N,N,Y,1,Y,37.090000000000003,-121.380000000000000,24, , , , , , ,1,1, ,29879920010500.000000000000000,1245072,693.229755290999950,-122378.941691000000000,-102771.009037000000000
1469,1470,1469,120090605091000000000000.000000000000000,6,2009,4,87,59009,2009,4,22,900,NC,CA, , ,N,N,N,Y,1,Y,37.049999999999997,-122.020000000000000,24, , , , , , ,1,1, ,29879715010500.000000000000000,1172356,11.655560450999999,-179374.813744000010000,-105512.497661999990000
1470,1471,1470,120090605091000000000000.000000000000000,6,2009,4,87,67026,2009,10,6,900,NC,CA, , ,N,N,N,Y,1,Y,37.009999999999998,-121.819999999999990,24, , , , , , ,1,1, ,29879716010500.000000000000000,1169409,30.835595631499999,-161742.168952000010000,-110328.752009000000000
1471,1472,1471,120090605091000000000000.000000000000000,6,2009,2,89,57306,2009,9,9,1700,CA,CA, , ,N,N,N,Y,1,Y,40.770000000000003,-122.010000000000010,24, , , , , , ,1,1, ,29880454010500.000000000000000,2109608,29.112587473800001,-169758.355662999990000,307786.679500000030000
1472,1473,1472,120090605091000000000000.000000000000000,6,2009,2,89,59754,2009,10,7,3700,CA,CAMIX, , ,N,N,N,Y,1,Y,41.060000000000002,-122.060000000000000,24, , , , , , ,1,1, ,29881360010500.000000000000000,1550611,765.220472864000040,-173308.894300000010000,339279.319699999990000
1473,1474,1473,120090605091000000000000.000000000000000,6,2009,2,89,60797,2009,7,30,7300,CA,CAMIX, , ,N,N,N,Y,1,Y,40.500000000000000,-121.520000000000000,24, , , , , , ,1,1, ,29880897010500.000000000000000,2109866,3035.055062530000200,-127707.804200000000000,274209.194900000000000
1474,1475,1474,120090605091000000000000.000000000000000,6,2009,2,89,61057,2009,8,5,5300,CA,CA, , ,N,N,N,Y,1,Y,41.079999999999998,-121.770000000000000,24, , , , , , ,1,1, ,29881367010500.000000000000000,1525272,135.112954728999990,-148693.320400000000000,341761.746400000000000
1475,1476,1475,120090605091000000000000.000000000000000,6,2009,2,89,63729,2009,7,22,1500,CA,CAMIX, , ,N,N,N,Y,1,Y,40.740000000000002,-122.470000000000000,24, , , , , , ,1,1, ,29880452010500.000000000000000,1679623,89.028560784199996,-208570.177501000000000,305368.680242999980000
1476,1477,1476,120090605091000000000000.000000000000000,6,2009,2,89,63793,2009,8,25,2900,CA,CAMIX, , ,N,N,N,Y,2,N,40.939999999999998,-122.190000000000000,24, , , , , , ,1,1, ,29880618010500.000000000000000,1548539,473.515049165999980,-184025.373200000000000,327018.831699999980000
1477,1478,1477,120090605091000000000000.000000000000000,6,2009,2,89,64494,2009,10,27,3300,CA,CA, , ,N,N,N,Y,2,N,41.100000000000001,-122.239999999999990,24, , , , , , ,1,1, ,29881366010500.000000000000000,1556307,2236.425608529999900,-187964.941900000010000,347037.046500000000000
1478,1479,1478,120090605091000000000000.000000000000000,6,2009,2,89,65217,2009,10,6,2700,CA,CA, , ,N,N,N,Y,1,Y,40.899999999999999,-122.030000000000000,24, , , , , , ,1,1, ,29880547010500.000000000000000,1556841,953.394371695000020,-170543.181611000010000,322996.566824999990000
1479,1480,1479,120090605091000000000000.000000000000000,6,2009,2,89,66684,2009,9,17,3300,CA,CA, , ,N,N,N,Y,1,Y,40.890000000000001,-121.590000000000000,24, , , , , , ,1,1, ,29880611010500.000000000000000,1410403,343.308877756000020,-133786.170699999990000,320193.733100000010000
1480,1481,1480,120090605091000000000000.000000000000000,6,2009,2,89,69793,2009,8,4,2300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.039999999999999,-122.340000000000000,24, , , , , , ,1,1, ,29881299010500.000000000000000,285902,73.137944456599996,-196872.022499999990000,338298.627800000020000
1481,1482,1481,120090605091000000000000.000000000000000,6,2009,2,89,72647,2009,10,20,2700,CA,CAMIX, , ,N,N,N,Y,1,Y,40.549999999999997,-122.599999999999990,24, , , , , , ,1,1, ,29880964010500.000000000000000,288896,1404.187013470000000,-219101.553300000000000,283709.754200000020000
1482,1483,1482,120090605091000000000000.000000000000000,6,2009,2,89,72955,2009,9,8,4700,CA,CAMIX, , ,N,N,N,Y,1,Y,40.750000000000000,-121.880000000000000,24, , , , , , ,1,1, ,29880463010500.000000000000000,1527929,97.821364490299999,-158718.088300000000000,305373.582100000000000
1483,1484,1483,120090605091000000000000.000000000000000,6,2009,2,89,75696,2009,8,6,3700,CA,CAMIX, , ,N,N,N,Y,1,Y,41.149999999999999,-121.569999999999990,24, , , , , , ,1,1, ,29880729010500.000000000000000,369621,94.073842929700007,-131793.590906000000000,349264.938998000000000
1484,1485,1484,120090605091000000000000.000000000000000,6,2009,2,89,76057,2009,6,18,3500,CA,CAMIX, , ,N,N,N,Y,2,N,40.640000000000001,-121.810000000000000,24, , , , , , ,1,1, ,29881048010500.000000000000000,1399922,348.523413315000030,-153459.953635000010000,292907.473149000030000
1485,1486,1485,120090605091000000000000.000000000000000,6,2009,2,89,79459,2009,10,8,2500,CA,CA, , ,N,N,N,Y,1,Y,40.899999999999999,-122.319999999999990,24, , , , , , ,1,1, ,29880539010500.000000000000000,1525200,1011.031101240000000,-195805.240599999990000,321814.608799999990000
1486,1487,1486,120090605091000000000000.000000000000000,6,2009,2,89,80353,2009,9,28,4900,CA,CA, , ,N,N,N,Y,1,Y,40.789999999999999,-121.370000000000000,24, , , , , , ,1,1, ,29880464010500.000000000000000,370262,553.996685461999960,-115355.796000000000000,309487.421099999980000
1487,1488,1487,120090605091000000000000.000000000000000,6,2009,2,89,80941,2009,8,28,3300,CA,CA, , ,N,N,N,Y,1,Y,40.990000000000002,-121.540000000000010,24, , , , , , ,1,1, ,29880151010500.000000000000000,368981,319.547923830999990,-129368.017634000000000,331299.746300000000000
1488,1489,1488,120090605091000000000000.000000000000000,6,2009,2,89,83251,2009,9,23,3500,SO,CA, , ,N,N,N,Y,1,Y,41.130000000000003,-121.440000000000000,24, , , , , , ,1,1, ,29880727010500.000000000000000,370392,113.379536618000000,-121103.321200000010000,346891.666099999970000
1489,1490,1489,120090605091000000000000.000000000000000,6,2009,2,89,84852,2009,10,19,3700,CA,CA, , ,N,N,N,Y,1,Y,40.490000000000002,-121.830000000000000,24, , , , , , ,1,1, ,29880896010500.000000000000000,1394507,13.194690176600000,-155135.563161000000000,276365.427639000000000
1490,1491,1490,120090605091000000000000.000000000000000,6,2009,2,89,85306,2009,7,28,5700,CA,CA, , ,N,N,N,Y,1,Y,40.649999999999999,-121.520000000000000,24, , , , , , ,1,1, ,29880135010500.000000000000000,369592,161.973086060000010,-128414.405323000000000,293702.794543000000000
1491,1492,1491,120090605091000000000000.000000000000000,6,2009,2,89,85848,2009,10,21,700,CA,CA, , ,N,N,N,Y,3,N,40.450000000000003,-122.430000000000010,24, , , , , , ,1,1, ,29881355010500.000000000000000,96989,315.451420086999970,-205790.371271999990000,273064.664836000010000
1492,1493,1492,120090605091000000000000.000000000000000,6,2009,2,89,87154,2009,9,22,3500,CA,CA, , ,N,N,N,Y,1,Y,40.969999999999999,-121.390000000000000,24, , , , , , ,1,1, ,29880212010500.000000000000000,1411034,1658.439373590000100,-118625.359600000000000,329571.457400000010000
1493,1494,1493,120090605091000000000000.000000000000000,6,2009,2,89,88254,2009,8,12,3100,CA,CAMIX, , ,N,N,N,Y,1,Y,40.899999999999999,-122.489999999999990,24, , , , , , ,1,1, ,29880546010500.000000000000000,1528530,407.808935334000010,-210287.522700000000000,323193.023099999990000
1494,1495,1494,120090605091000000000000.000000000000000,6,2009,2,89,90691,2009,6,18,700,CA,CA, , ,N,N,N,Y,2,N,40.409999999999997,-122.280000000000000,24, , , , , , ,1,1, ,29881351010500.000000000000000,96126,46.544917104400000,-193538.743149999990000,268323.967555999990000
1495,1496,1495,120090605091000000000000.000000000000000,6,2009,2,89,91137,2009,7,29,4700,CA,CAMIX, , ,N,N,N,Y,1,Y,40.640000000000001,-121.380000000000000,24, , , , , , ,1,1, ,29881049010500.000000000000000,1405034,329.380051990000030,-117037.914800000000000,292228.279700000010000
1496,1497,1496,120090605091000000000000.000000000000000,6,2009,2,89,92426,2009,9,24,4900,CA,CAMIX, , ,N,N,N,Y,1,Y,40.450000000000003,-121.660000000000000,24, , , , , , ,1,1, ,29880891010500.000000000000000,1384396,312.039609774999970,-140798.460100000000000,271360.124900000000000
1497,1498,1497,120090605091000000000000.000000000000000,6,2009,2,89,92958,2009,9,21,4500,CA,CAMIX, , ,N,N,N,Y,1,Y,40.770000000000003,-121.680000000000010,24, , , , , , ,1,1, ,29880455010500.000000000000000,1409553,18.803226009100001,-141882.597455000010000,307212.132889000000000
1498,1499,1498,120090605091000000000000.000000000000000,6,2009,2,89,94444,2009,10,21,700,CA,CA, , ,N,N,N,Y,2,N,40.390000000000001,-122.590000000000000,24, , , , , , ,1,1, ,29881350010500.000000000000000,95627,383.201583320999990,-219471.661800000000000,266779.709800000010000
1499,1500,1499,120090605091000000000000.000000000000000,6,2009,2,89,94639,2009,9,11,500,CA,CA, , ,N,N,N,Y,3,N,40.570000000000000,-122.300000000000000,24, , , , , , ,1,1, ,29880970010500.000000000000000,2109740,19.476936903199999,-194740.048022000000000,286134.168507000020000
1500,1501,1500,120090605091000000000000.000000000000000,6,2009,2,89,97190,2009,10,5,1300,CA,CA, , ,N,N,N,Y,1,Y,40.770000000000003,-122.170000000000000,24, , , , , , ,1,1, ,29880453010500.000000000000000,1542763,531.514692640000020,-183773.585400000010000,308111.239400000020000
1501,1502,1501,120090605091000000000000.000000000000000,6,2009,3,91,50167,2009,11,4,5100,WS,CAMIX, , ,N,N,N,Y,2,N,39.570000000000000,-120.780000000000000,24, , , , , , ,1,1, ,29880636010500.000000000000000,1510705,341.464683217000020,-66639.697799999994000,172866.128000000000000
1502,1503,1502,120090605091000000000000.000000000000000,6,2009,3,91,62404,2009,9,16,6700,WS,CA, , ,N,N,N,Y,1,Y,39.520000000000003,-120.330000000000000,24, , , , , , ,1,1, ,29880568010500.000000000000000,253154,1.641200356920000,-28353.838480900002000,167177.618098000010000
1503,1504,1503,120090605091000000000000.000000000000000,6,2009,3,91,63636,2009,8,4,6300,WS,CA, , ,N,N,N,Y,2,N,39.700000000000003,-120.640000000000000,24, , , , , , ,1,1, ,29880872010500.000000000000000,255586,321.863405747999990,-55151.291799999999000,187429.592600000000000
1504,1505,1504,120090605091000000000000.000000000000000,6,2009,3,91,70937,2009,10,2,6300,WS,CA, , ,N,N,N,Y,1,Y,39.530000000000001,-120.599999999999990,24, , , , , , ,1,1, ,29880567010500.000000000000000,254384,67.570944734500003,-51573.497583299999000,168462.759354999990000
1505,1506,1505,120090605091000000000000.000000000000000,6,2009,3,91,73538,2009,8,5,6700,WS,CA, , ,N,N,N,Y,2,N,39.590000000000003,-120.450000000000000,24, , , , , , ,1,1, ,29880641010500.000000000000000,1493303,125.010485573000000,-38530.743100000000000,175080.412600000010000
1506,1507,1506,120090605091000000000000.000000000000000,6,2009,3,91,82506,2009,9,21,8300,WS,CA, , ,N,N,N,Y,1,Y,39.630000000000003,-120.120000000000000,24, , , , , , ,1,1, ,29880642010500.000000000000000,253775,145.671823846000000,-10162.498200000000000,179296.143199999990000
1507,1508,1507,120090605091000000000000.000000000000000,6,2009,3,91,82547,2009,7,6,5900,WS,CA, , ,N,N,N,Y,2,N,39.469999999999999,-120.120000000000000,24, , , , , , ,1,1, ,29880556010500.000000000000000,1676718,88.783836142699997,-10356.966100000000000,161499.803799999990000
1508,1509,1508,120090605091000000000000.000000000000000,6,2009,3,91,83560,2009,9,15,5500,WS,CA, , ,N,N,N,Y,2,N,39.570000000000000,-120.300000000000000,24, , , , , , ,1,1, ,29880637010500.000000000000000,1500294,275.385913809999980,-25683.369635399999000,172459.913019000000000
1509,1510,1509,120090605091000000000000.000000000000000,6,2009,3,91,96123,2009,9,22,5300,WS,CA, , ,N,N,N,Y,2,N,39.689999999999998,-120.910000000000000,24, , , , , , ,1,1, ,29880817010500.000000000000000,253062,520.341337907000020,-78503.358500000002000,186528.186400000010000
1510,1511,1510,120090605091000000000000.000000000000000,6,2009,3,91,99210,2009,8,3,7100,WS,CAMIX, , ,N,N,N,Y,1,Y,39.450000000000003,-120.430000000000010,24, , , , , , ,1,1, ,29880549010500.000000000000000,1513181,121.372609204000000,-37030.104625499996000,159544.035559000010000
1511,1512,1511,120090605091000000000000.000000000000000,6,2009,3,91,99653,2009,11,3,4900,WS,CAMIX, , ,N,N,N,Y,1,Y,39.549999999999997,-120.910000000000000,24, , , , , , ,1,1, ,29880562010500.000000000000000,1558994,387.145806984999980,-78486.572499999995000,170645.227699999990000
1512,1513,1512,120090605091000000000000.000000000000000,6,2009,2,93,50504,2009,7,30,4700,SO,CA, , ,N,N,N,Y,1,Y,41.609999999999999,-121.980000000000000,24, , , , , , ,1,1, ,29880326010500.000000000000000,309078,27.135114394399999,-165281.202416999990000,400917.389938000010000
1513,1514,1513,120090605091000000000000.000000000000000,6,2009,2,93,50623,2009,9,24,3500,CA,CAMIX, , ,N,N,N,Y,2,N,41.170000000000002,-123.180000000000010,24, , , , , , ,1,1, ,29880728010500.000000000000000,1597839,206.908194331999990,-266866.993900000000000,354703.740300000000000
1514,1515,1514,120090605091000000000000.000000000000000,6,2009,2,93,52598,2009,9,22,6300,CA,CA, , ,N,N,N,Y,2,N,41.140000000000001,-123.010000000000010,24, , , , , , ,1,1, ,29881373010500.000000000000000,1571961,904.337036488999960,-252835.902999999990000,351957.184799999990000
1515,1516,1515,120090605091000000000000.000000000000000,6,2009,2,93,53103,2009,9,6,3700,CA,CA, , ,N,N,N,Y,1,Y,41.829999999999998,-123.270000000000000,24, , , , , , ,1,1, ,29880418010500.000000000000000,1600949,242.027496281000000,-271918.312600000000000,428478.518099999990000
1516,1517,1516,120090605091000000000000.000000000000000,6,2009,2,93,53237,2009,7,23,3900,NC,CAMIX, , ,N,N,N,Y,2,N,41.590000000000003,-123.390000000000000,24, , , , , , ,1,1, ,29880253010500.000000000000000,1585826,1378.506919660000000,-282912.780199999980000,403401.648800000020000
1517,1518,1517,120090605091000000000000.000000000000000,6,2009,2,93,53827,2009,10,31,2700,CA,CA, , ,N,N,N,Y,2,N,41.490000000000002,-123.260000000000010,24, , , , , , ,1,1, ,29881217010500.000000000000000,299439,9298.090293830000500,-281640.059799999990000,388793.656000000020000
1518,1519,1518,120090605091000000000000.000000000000000,6,2009,2,93,54120,2009,11,4,3900,NC,CA, , ,N,N,N,Y,1,Y,41.640000000000001,-123.590000000000000,24, , , , , , ,1,1, ,29880324010500.000000000000000,1604958,2109.871618080000200,-297477.031499999980000,408917.990999999980000
1519,1520,1519,120090605091000000000000.000000000000000,6,2009,2,93,54412,2009,9,8,4300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.789999999999999,-123.140000000000000,24, , , , , , ,1,1, ,29880419010500.000000000000000,1579726,124.095459688000010,-261263.415500000000000,423437.267899999980000
1520,1521,1520,120090605091000000000000.000000000000000,6,2009,2,93,54605,2009,8,16,6500,CA,CA, , ,N,N,N,Y,2,N,41.039999999999999,-122.980000000000000,24, , , , , , ,1,1, ,29881290010500.000000000000000,1602357,4783.319677730000000,-246910.729100000000000,342822.690300000020000
1521,1522,1521,120090605091000000000000.000000000000000,6,2009,2,93,55316,2009,6,4,3300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.299999999999997,-123.060000000000000,24, , , , , , ,1,1, ,29881121010500.000000000000000,1572478,691.963216979999970,-257110.727799999990000,368651.012899999970000
1522,1523,1522,120090605091000000000000.000000000000000,6,2009,2,93,56045,2009,6,10,5700,SO,CA, , ,N,N,N,Y,1,Y,41.390000000000001,-122.080000000000000,24, , , , , , ,1,1, ,29881135010500.000000000000000,299561,167.058954669999990,-174238.110347000010000,376557.108371999990000
1523,1524,1523,120090605091000000000000.000000000000000,6,2009,2,93,57608,2009,7,29,4700,SO,CAMIX, , ,N,N,N,Y,1,Y,41.439999999999998,-121.470000000000000,24, , , , , , ,1,1, ,29881205010500.000000000000000,1553279,154.512164977999990,-122834.697929000000000,381310.717646999980000
1524,1525,1524,120090605091000000000000.000000000000000,6,2009,2,93,62065,2009,6,11,3900,CA,CAMIX, , ,N,N,N,Y,2,N,41.280000000000001,-121.900000000000010,24, , , , , , ,1,1, ,29880811010500.000000000000000,1544011,324.450891344000010,-159015.840613000010000,364040.225234000010000
1525,1526,1525,120090605091000000000000.000000000000000,6,2009,2,93,62217,2009,7,27,6100,CA,CA, , ,N,N,N,Y,1,Y,41.409999999999997,-122.580000000000000,24, , , , , , ,1,1, ,29881134010500.000000000000000,1589495,1083.680764480000100,-216837.221699999990000,380521.651000000010000
1526,1527,1526,120090605091000000000000.000000000000000,6,2009,2,93,62452,2009,9,14,2900,CA,CA, , ,N,N,N,Y,3,N,41.719999999999999,-122.650000000000010,24, , , , , , ,1,1, ,29880337010500.000000000000000,1600018,22.903701955100001,-220844.088977000010000,414473.045394000020000
1527,1528,1527,120090605091000000000000.000000000000000,6,2009,2,93,64728,2009,11,16,3900,NC,CAMIX, , ,N,N,N,Y,1,Y,41.430000000000000,-123.400000000000010,24, , , , , , ,1,1, ,29881200010500.000000000000000,310720,1621.127607449999900,-285730.595500000000000,385308.378600000000000
1528,1529,1528,120090605091000000000000.000000000000000,6,2009,2,93,65184,2009,8,17,3900,SO,CAMIX, , ,N,N,N,Y,3,N,41.310000000000002,-121.610000000000000,24, , , , , , ,1,1, ,29881123010500.000000000000000,371985,459.283234022999980,-135316.456303999990000,366781.665923999970000
1529,1530,1529,120090605091000000000000.000000000000000,6,2009,2,93,66014,2009,9,1,3100,CA,CA, , ,N,N,N,Y,1,Y,41.960000000000001,-123.160000000000000,24, , , , , , ,1,1, ,29880570010500.000000000000000,1597046,956.700011558000030,-261504.471699999990000,442083.846100000020000
1530,1531,1530,120090605091000000000000.000000000000000,6,2009,2,93,67781,2009,10,2,4900,SO,CA, , ,N,N,N,Y,1,Y,41.909999999999997,-121.849999999999990,24, , , , , , ,1,1, ,29880502010500.000000000000000,1591913,626.120652829000050,-154352.227870000000000,434147.502211000010000
1531,1532,1531,120090605091000000000000.000000000000000,6,2009,2,93,68510,2009,8,18,3300,CA,CAMIX, , ,N,N,N,Y,2,N,41.359999999999999,-122.890000000000000,24, , , , , , ,1,1, ,29881127010500.000000000000000,1588947,62.432636602400002,-241984.497500000000000,375098.546600000000000
1532,1533,1532,120090605091000000000000.000000000000000,6,2009,2,93,69851,2009,6,11,5700,SO,CA, , ,N,N,N,Y,1,Y,41.439999999999998,-121.959999999999990,24, , , , , , ,1,1, ,29881203010500.000000000000000,1571761,48.978619329799997,-164024.794212000010000,382014.689781000020000
1533,1534,1533,120090605091000000000000.000000000000000,6,2009,2,93,70707,2009,6,22,5300,SO,CAMIX, , ,N,N,N,Y,1,Y,41.729999999999997,-122.150000000000010,24, , , , , , ,1,1, ,29880407010500.000000000000000,1599789,94.160649970799994,-179178.647640999990000,414437.515222000020000
1534,1535,1534,120090605091000000000000.000000000000000,6,2009,2,93,71270,2009,8,4,6900,CA,CA, , ,N,N,N,Y,1,Y,41.490000000000002,-123.069999999999990,24, , , , , , ,1,1, ,29881210010500.000000000000000,1598818,2150.038551239999800,-254511.685900000010000,389684.583600000010000
1535,1536,1535,120090605091000000000000.000000000000000,6,2009,2,93,71322,2009,9,7,2900,NC,CAMIX, , ,N,N,N,Y,2,N,41.930000000000000,-123.450000000000000,24, , , , , , ,1,1, ,29880499010500.000000000000000,307869,47.265847541699998,-286655.401836999980000,439901.230034000010000
